iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,10917.643555,2.517785,0.420188,58,0.226344,0.462343,0.977730,0.000000,1.943340,0.284810,0.126520,0.281840,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,10342.708008,2.406155,0.394831,57,0.251739,0.450068,0.928133,0.107451,1.933193,0.273411,0.109741,0.262860,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,10710.872070,2.311725,0.360543,60,0.277242,0.473325,0.863966,0.198051,1.929207,0.258382,0.095391,0.232660,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,9841.406250,2.228729,0.327662,75,0.301127,0.484021,0.809860,0.279069,1.926397,0.242196,0.083333,0.204350,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,9263.411133,2.158908,0.284231,79,0.321885,0.484031,0.748636,0.349233,1.937311,0.217355,0.071471,0.168629,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,8659.635742,2.093460,0.241636,81,0.342643,0.495349,0.700339,0.416988,1.952901,0.188520,0.062492,0.137633,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,7929.101562,2.031831,0.209028,83,0.365126,0.507197,0.679468,0.480887,1.965748,0.160434,0.056204,0.121634,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,7332.161621,1.979186,0.166000,87,0.382434,0.546385,0.645834,0.537858,1.987330,0.125929,0.049736,0.096041,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,6606.380371,1.929131,0.141806,84,0.403569,0.555161,0.625185,0.588753,1.980441,0.109853,0.044869,0.077641,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,6665.560059,1.884023,0.121287,89,0.423249,0.582096,0.602700,0.634263,1.966496,0.099201,0.040267,0.056994,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,5539.713379,1.843604,0.112040,100,0.445085,0.583421,0.606864,0.673060,1.951687,0.090263,0.037389,0.054842,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,4872.460938,1.806289,0.096082,91,0.463256,0.622194,0.605320,0.710233,1.946163,0.075300,0.034629,0.048606,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,4363.932129,1.773805,0.086151,96,0.483690,0.588079,0.602997,0.741627,1.931384,0.068058,0.032235,0.041846,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,4418.814941,1.745176,0.077373,109,0.501537,0.637840,0.603715,0.769111,1.918110,0.060715,0.029827,0.037560,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,3988.216064,1.717988,0.064933,107,0.519707,0.701100,0.603454,0.795854,1.910912,0.049136,0.027206,0.032585,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,3257.356689,1.694907,0.058123,109,0.534696,0.709351,0.605484,0.817768,1.898058,0.043066,0.025424,0.029618,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,3215.234375,1.672965,0.050309,109,0.551356,0.743821,0.608349,0.838864,1.889195,0.034477,0.024124,0.027575,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,2481.835938,1.653526,0.043529,118,0.565051,0.752124,0.609187,0.857474,1.878172,0.028450,0.022553,0.024015,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,2341.406250,1.636551,0.040615,116,0.579932,0.770549,0.611182,0.873237,1.862567,0.027165,0.020920,0.021772,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,2378.841064,1.620791,0.035779,114,0.594436,0.792530,0.609528,0.888301,1.848274,0.025559,0.018952,0.016361,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
