iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,4313.802246,2.682933,0.336319,49,0.204723,0.419172,0.593320,0.000000,0.788970,-0.061700,0.252710,-0.213170,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,4485.611816,2.549061,0.299168,54,0.231358,0.430891,0.661590,0.111701,0.863477,-0.063344,0.223171,-0.188901,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,4406.966309,2.431792,0.273533,60,0.259503,0.451930,0.698588,0.208740,0.936922,-0.068153,0.199396,-0.174404,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,4389.648438,2.329721,0.251639,63,0.286839,0.466693,0.722243,0.296994,0.992639,-0.067208,0.179209,-0.163369,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,5095.638184,2.241763,0.230433,69,0.311533,0.483705,0.741500,0.375359,1.034927,-0.061962,0.161654,-0.152080,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,4070.312500,2.163497,0.209377,68,0.337143,0.500248,0.762033,0.443361,1.078577,-0.060206,0.145499,-0.138000,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,4101.041504,2.096299,0.195564,80,0.363132,0.503941,0.766691,0.502270,1.114967,-0.056980,0.132866,-0.131701,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,3988.085938,2.036820,0.180285,88,0.385130,0.519593,0.774883,0.554268,1.148214,-0.054160,0.120740,-0.122438,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,3797.395752,1.985013,0.166790,83,0.409338,0.525219,0.783645,0.596907,1.186633,-0.057404,0.109626,-0.111830,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,3581.445312,1.938333,0.152963,91,0.429989,0.531645,0.789470,0.638402,1.211456,-0.053236,0.100579,-0.102213,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,3075.130127,1.895923,0.143652,90,0.451717,0.543670,0.788476,0.675052,1.237543,-0.051665,0.092603,-0.096909,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,3456.380127,1.857987,0.133067,103,0.471505,0.539577,0.789582,0.708518,1.258937,-0.048300,0.085286,-0.090001,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,2891.015625,1.824152,0.119042,96,0.488974,0.554785,0.797018,0.738800,1.277249,-0.044237,0.078245,-0.078050,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,2776.757812,1.793641,0.109315,104,0.509031,0.557343,0.799311,0.765101,1.297403,-0.042977,0.072460,-0.069659,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,2641.210938,1.766688,0.102092,110,0.525961,0.565749,0.796540,0.788390,1.314786,-0.040916,0.066966,-0.065302,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,2736.848877,1.740897,0.093366,102,0.541705,0.584425,0.797169,0.811122,1.330253,-0.038268,0.062328,-0.058035,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,2470.572998,1.717611,0.087584,117,0.558958,0.599860,0.794778,0.830808,1.347529,-0.038269,0.057932,-0.053389,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,2606.770752,1.696769,0.077695,118,0.572923,0.617945,0.797893,0.849577,1.359058,-0.034649,0.053640,-0.044259,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,2225.000000,1.678414,0.075465,122,0.586941,0.628771,0.789821,0.865008,1.372791,-0.033925,0.050567,-0.044577,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,2210.872314,1.661679,0.071374,108,0.600960,0.651940,0.786126,0.878831,1.387118,-0.034568,0.046429,-0.041757,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,2084.244873,1.646126,0.067425,124,0.614062,0.627172,0.782760,0.891984,1.399371,-0.034275,0.043357,-0.038621,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,2042.773438,1.631542,0.062077,118,0.626624,0.659712,0.781267,0.904675,1.409573,-0.032940,0.040146,-0.034012,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
22,1995.442749,1.617766,0.055867,126,0.638001,0.665910,0.781516,0.916963,1.418083,-0.030642,0.037402,-0.027988,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
23,1891.601562,1.605581,0.050602,121,0.648730,0.708138,0.782242,0.927496,1.427381,-0.029790,0.034646,-0.021743,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
24,1799.218750,1.594306,0.048420,117,0.658274,0.724061,0.771288,0.938068,1.431054,-0.024317,0.032582,-0.026299,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
