iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,2759.244873,2.556969,0.140267,56,0.190543,0.569479,0.578110,0.000000,1.241530,0.004570,-0.069680,0.121650,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,2963.671875,2.424304,0.110592,57,0.217124,0.587680,0.533899,0.128683,1.294581,-0.002994,-0.060504,0.092525,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,2602.994873,2.312445,0.099391,64,0.244083,0.604276,0.534138,0.234494,1.339768,-0.010398,-0.052414,0.083804,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,2560.481689,2.219388,0.093146,61,0.270448,0.632607,0.540988,0.321080,1.383525,-0.020674,-0.045228,0.078760,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,3188.085938,2.141072,0.079952,74,0.295843,0.629964,0.534236,0.397864,1.405531,-0.021303,-0.040006,0.065864,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,2369.010498,2.070507,0.065052,72,0.319567,0.647954,0.527487,0.469046,1.414273,-0.015112,-0.035180,0.052591,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,2912.890625,2.010142,0.058934,79,0.345608,0.663358,0.529064,0.525673,1.443581,-0.023393,-0.030400,0.044742,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,2700.260498,1.956491,0.058930,76,0.370302,0.708937,0.544339,0.576312,1.458481,-0.023999,-0.027596,0.046209,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,1919.921875,1.912102,0.056195,81,0.393379,0.699570,0.553050,0.618610,1.471219,-0.024499,-0.024707,0.044128,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,2473.893311,1.870526,0.055877,88,0.415539,0.753409,0.563974,0.657852,1.484007,-0.025788,-0.022027,0.044407,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,2312.500000,1.833903,0.050708,99,0.438292,0.791208,0.569482,0.693882,1.488176,-0.021698,-0.020163,0.041158,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,1740.690063,1.801195,0.049255,102,0.457810,0.788716,0.577281,0.725085,1.496726,-0.021563,-0.018768,0.040110,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,2117.773438,1.772079,0.045636,109,0.478891,0.751524,0.578769,0.752852,1.508304,-0.024449,-0.016712,0.034722,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,2054.101562,1.746635,0.049214,106,0.497169,0.827143,0.593719,0.776500,1.513661,-0.023263,-0.015895,0.040351,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,1962.239624,1.722732,0.040143,111,0.514962,0.793029,0.588763,0.800573,1.518144,-0.021699,-0.014168,0.030657,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,1797.721313,1.701664,0.040997,121,0.533725,0.825612,0.595250,0.820125,1.526990,-0.024215,-0.012778,0.030514,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,1875.781250,1.682251,0.037229,111,0.547959,0.785755,0.597094,0.839135,1.530645,-0.022966,-0.011959,0.026749,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,1733.658813,1.664153,0.035663,119,0.567423,0.801861,0.602343,0.856593,1.533625,-0.021536,-0.011010,0.026207,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,1709.309937,1.648944,0.039804,117,0.580256,0.760025,0.608618,0.869996,1.544776,-0.027508,-0.010005,0.026974,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,1542.317749,1.635101,0.040892,124,0.596053,0.796941,0.613521,0.882850,1.550617,-0.029430,-0.008846,0.026977,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,1570.052124,1.621208,0.039672,126,0.606082,0.868150,0.618774,0.896315,1.551784,-0.027469,-0.008360,0.027375,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,1559.570312,1.608690,0.036465,123,0.620909,0.820256,0.621209,0.908753,1.551937,-0.024794,-0.007463,0.025677,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
22,1605.403687,1.597141,0.031170,122,0.629536,0.802539,0.620492,0.920544,1.551490,-0.021752,-0.007003,0.021199,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
23,1441.276001,1.586897,0.031955,114,0.641559,0.840746,0.623455,0.930043,1.556445,-0.023818,-0.006222,0.020375,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
24,1486.523438,1.577735,0.028132,132,0.652774,0.862185,0.623953,0.939299,1.556167,-0.021341,-0.005550,0.017469,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
25,1510.351562,1.569035,0.024119,122,0.662479,0.912166,0.624559,0.948166,1.555202,-0.018359,-0.004931,0.014844,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
26,1320.703125,1.560792,0.018895,136,0.669812,0.889917,0.623148,0.956779,1.553919,-0.015104,-0.004384,0.010472,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
27,1353.841187,1.553804,0.021193,137,0.678169,0.894130,0.629469,0.963024,1.556393,-0.015712,-0.004405,0.013524,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
28,1377.343750,1.546985,0.024897,139,0.689545,0.900340,0.636195,0.968946,1.560038,-0.017491,-0.004402,0.017162,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
29,1340.299438,1.540495,0.020706,133,0.697094,0.849895,0.635888,0.975731,1.558404,-0.014386,-0.004160,0.014299,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
30,1328.515625,1.534886,0.017255,140,0.707069,0.885072,0.633665,0.981464,1.559245,-0.013786,-0.003650,0.009715,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
31,1269.856812,1.529616,0.018157,138,0.707877,0.908237,0.633268,0.986300,1.563419,-0.016436,-0.003024,0.007098,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
32,1267.903687,1.524542,0.015960,139,0.716989,0.878866,0.633008,0.991474,1.563210,-0.015020,-0.002877,0.004566,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
33,1281.705688,1.519947,0.015869,139,0.724322,0.862259,0.633835,0.995865,1.564739,-0.015333,-0.002478,0.003256,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
34,1250.585938,1.515391,0.013000,138,0.723298,0.891876,0.632312,1.000764,1.563316,-0.012871,-0.001814,-0.000199,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
35,1255.468750,1.511158,0.010558,142,0.730792,0.898772,0.631246,1.005390,1.561225,-0.009889,-0.001748,-0.003259,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
36,1248.372437,1.507477,0.009373,143,0.739041,0.905369,0.634428,1.008854,1.561285,-0.009035,-0.001586,-0.001924,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
37,1225.000000,1.504288,0.009587,146,0.740821,0.836032,0.635691,1.011865,1.562198,-0.009152,-0.001579,-0.002381,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
38,1239.713501,1.500826,0.010482,146,0.755863,0.885405,0.636011,1.015166,1.563583,-0.009703,-0.001293,-0.003748,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
39,1225.390625,1.498103,0.010354,146,0.751658,0.928744,0.637780,1.017706,1.564198,-0.009636,-0.001355,-0.003537,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
40,1225.390625,1.495300,0.010593,148,0.752305,0.859143,0.636507,1.020699,1.563691,-0.008459,-0.001158,-0.006270,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
41,1154.296875,1.492703,0.011622,134,0.758721,0.921792,0.635703,1.023397,1.563602,-0.007788,-0.000993,-0.008569,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
42,1211.848999,1.490491,0.010655,137,0.760770,0.919684,0.637553,1.025518,1.563393,-0.006952,-0.000667,-0.008047,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
43,1176.367188,1.487945,0.012844,144,0.767240,0.882476,0.635541,1.028334,1.562702,-0.005689,-0.000873,-0.011482,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
44,1183.984375,1.485847,0.010722,135,0.766216,0.900495,0.637913,1.030591,1.560218,-0.002702,-0.000915,-0.010335,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
45,1157.942749,1.483805,0.012528,138,0.767671,0.839127,0.636968,1.032884,1.559028,-0.000939,-0.000516,-0.012482,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
46,1105.859375,1.481917,0.013026,142,0.774087,0.881348,0.637657,1.034607,1.560053,-0.001546,-0.000305,-0.012930,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
47,1133.723999,1.480498,0.012511,148,0.773333,0.902735,0.639335,1.035767,1.561193,-0.002356,-0.000276,-0.012285,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
48,1133.723999,1.478776,0.013215,137,0.775489,0.873735,0.639610,1.037575,1.560511,-0.001281,-0.000619,-0.013138,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
49,1111.393188,1.477210,0.014422,144,0.783092,0.911201,0.639335,1.039175,1.560545,-0.000897,-0.000305,-0.014391,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
50,1111.393188,1.476014,0.016311,142,0.783415,0.927910,0.638395,1.040616,1.559316,0.000630,-0.000381,-0.016294,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
51,1121.093750,1.475139,0.018199,143,0.782606,0.933871,0.637422,1.041533,1.559648,0.000555,-0.000318,-0.018187,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
52,1121.093750,1.474165,0.018046,137,0.785087,0.849147,0.638503,1.042490,1.559219,0.001237,-0.000384,-0.018000,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
53,1135.091187,1.473234,0.014964,139,0.789400,0.870129,0.642296,1.042780,1.562047,-0.001434,-0.000407,-0.014889,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
54,1097.786499,1.472203,0.013825,146,0.788483,0.891087,0.644165,1.043717,1.561797,-0.000962,-0.000792,-0.013769,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
55,1125.651001,1.470975,0.015198,145,0.789130,0.901786,0.643510,1.044961,1.562151,-0.001033,-0.000824,-0.015140,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
