iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,64922.332031,2.876045,0.431108,60,0.328894,0.198499,-0.671710,0.000000,1.730560,0.274260,-0.217040,0.252050,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,59239.191406,2.753965,0.394155,77,0.421793,0.205537,-0.589966,0.094348,1.790713,0.242761,-0.195710,0.241087,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,54487.761719,2.641406,0.365951,85,0.467515,0.233185,-0.501724,0.175552,1.834579,0.215729,-0.176760,0.236932,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,49705.988281,2.535658,0.339029,89,0.496900,0.299117,-0.426902,0.256894,1.863757,0.193127,-0.160359,0.227877,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,45506.312500,2.440134,0.317281,92,0.521756,0.388379,-0.356387,0.329005,1.880175,0.175045,-0.147090,0.219980,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,41739.714844,2.353229,0.297622,99,0.544131,0.509803,-0.294857,0.395857,1.886181,0.161436,-0.135852,0.209908,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,38522.136719,2.274948,0.279818,101,0.562733,0.476408,-0.231283,0.452726,1.895393,0.145519,-0.123530,0.204604,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,35591.406250,2.201718,0.258809,116,0.571413,0.444304,-0.183999,0.511667,1.897435,0.132629,-0.113594,0.191018,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,32811.132812,2.137020,0.243034,115,0.581172,0.450549,-0.137231,0.561049,1.891925,0.124019,-0.105494,0.180432,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,29939.453125,2.076922,0.226873,114,0.591794,0.465511,-0.091804,0.606477,1.889796,0.113171,-0.096967,0.171059,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,27805.208984,2.022667,0.211899,121,0.600582,0.497810,-0.048972,0.646899,1.887260,0.102399,-0.089263,0.162628,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,25591.927734,1.972046,0.197921,121,0.612606,0.527317,-0.012173,0.685721,1.878255,0.095709,-0.083356,0.151869,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,23612.500000,1.927952,0.187153,121,0.618105,0.519010,0.025703,0.717234,1.868907,0.090030,-0.077047,0.144861,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,21638.412109,1.885579,0.175030,117,0.629751,0.553984,0.060847,0.748459,1.862175,0.082552,-0.070560,0.137266,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,19878.451172,1.847867,0.165904,122,0.643069,0.540663,0.095276,0.775074,1.852844,0.077048,-0.065402,0.131568,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,18629.623047,1.814637,0.156015,129,0.648191,0.579469,0.124595,0.799058,1.842576,0.072780,-0.060524,0.124018,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,16811.654297,1.784624,0.148050,117,0.659514,0.612404,0.155127,0.819547,1.834190,0.067472,-0.055673,0.119444,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,15412.500000,1.755690,0.139267,135,0.668086,0.608894,0.182356,0.840341,1.825896,0.062159,-0.051508,0.113483,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,14290.104492,1.730175,0.131941,136,0.675527,0.604564,0.208417,0.858118,1.816457,0.058332,-0.047541,0.108378,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,13090.495117,1.706760,0.124563,129,0.681835,0.618635,0.232189,0.874692,1.807216,0.054592,-0.043964,0.102970,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,11915.559570,1.685653,0.117757,121,0.687928,0.643374,0.255054,0.889390,1.798889,0.050474,-0.040763,0.098272,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,11029.557617,1.666170,0.109919,131,0.694236,0.698979,0.276489,0.903139,1.794099,0.043791,-0.037135,0.093732,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
22,9603.125000,1.648414,0.102729,131,0.701623,0.708604,0.296598,0.915643,1.788804,0.037925,-0.033627,0.089355,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
23,9430.729492,1.632226,0.095935,131,0.709710,0.703143,0.313953,0.927389,1.780307,0.035157,-0.031068,0.083680,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
24,8650.781250,1.617674,0.091155,130,0.712514,0.724077,0.331959,0.937420,1.771330,0.033096,-0.029046,0.079813,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
25,7941.406250,1.604480,0.087949,131,0.719631,0.776785,0.350962,0.945993,1.763725,0.030218,-0.026966,0.078069,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
26,7259.244629,1.592288,0.083298,138,0.726209,0.771833,0.367094,0.954453,1.756929,0.026992,-0.024989,0.074736,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
27,6981.640625,1.581010,0.078847,138,0.728959,0.695556,0.381648,0.962500,1.748411,0.025728,-0.023358,0.070777,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
28,6395.182129,1.570683,0.075108,136,0.735591,0.748025,0.397144,0.969481,1.743083,0.021958,-0.021225,0.068619,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
29,5692.903809,1.560824,0.068895,133,0.740335,0.813122,0.408448,0.977059,1.737201,0.019018,-0.019358,0.063326,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
30,5366.536621,1.552273,0.065171,143,0.743193,0.807629,0.421051,0.983108,1.730488,0.017028,-0.018429,0.060148,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
31,4628.710938,1.544521,0.062188,135,0.748369,0.774855,0.434170,0.988311,1.725666,0.013843,-0.016559,0.058323,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
32,4668.489746,1.537227,0.057637,140,0.752251,0.838909,0.444132,0.993824,1.719261,0.012449,-0.015278,0.054162,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
33,4335.742188,1.530548,0.052574,137,0.753922,0.850552,0.453289,0.998901,1.714767,0.009622,-0.013488,0.049895,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
34,4115.885254,1.524406,0.047645,139,0.757589,0.831985,0.461872,1.003568,1.711408,0.005846,-0.012035,0.045728,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
35,3873.632812,1.519036,0.046017,138,0.762549,0.832158,0.472361,1.007278,1.703460,0.006740,-0.011457,0.044056,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
36,3457.942627,1.513602,0.041705,139,0.763951,0.879094,0.479415,1.011772,1.695676,0.007808,-0.010872,0.039498,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
37,3335.091064,1.509075,0.039882,143,0.766054,0.861634,0.488746,1.014930,1.689823,0.007318,-0.010360,0.037811,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
38,2910.286377,1.504799,0.035859,136,0.771068,0.864201,0.495876,1.018130,1.687519,0.003677,-0.009158,0.034474,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
39,2847.786377,1.501023,0.033957,146,0.774087,0.889971,0.503795,1.020932,1.680625,0.004760,-0.008668,0.032485,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
40,2822.070312,1.497225,0.030425,145,0.773117,0.864570,0.510095,1.023841,1.678705,0.001151,-0.007912,0.029356,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
41,2589.778564,1.493359,0.026200,144,0.778023,0.903257,0.514697,1.027421,1.670853,0.003720,-0.007573,0.024804,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
42,2507.552002,1.490565,0.024518,145,0.778347,0.842473,0.521467,1.029525,1.664788,0.004653,-0.007184,0.022975,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
43,2336.197998,1.487817,0.020703,145,0.781582,0.885109,0.525333,1.032097,1.658432,0.006188,-0.006536,0.018644,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
44,2278.841064,1.485722,0.019665,144,0.781690,0.919197,0.531896,1.033537,1.653639,0.006339,-0.006360,0.017496,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
45,2248.893311,1.483764,0.016758,140,0.781258,0.904284,0.537056,1.034884,1.651790,0.003885,-0.005333,0.015405,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
46,2026.562500,1.481352,0.014003,138,0.785140,0.907711,0.541651,1.036831,1.649341,0.002146,-0.004851,0.012960,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
47,1897.916626,1.479779,0.009888,143,0.785248,0.824362,0.544067,1.038370,1.645231,0.002246,-0.004259,0.008636,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
48,1825.065063,1.478048,0.008925,144,0.788052,0.919664,0.549803,1.039485,1.643024,0.000612,-0.003897,0.008006,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
49,1752.604126,1.476604,0.011237,138,0.790155,0.903107,0.558291,1.039916,1.641547,-0.001632,-0.003479,0.010559,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
50,1681.380249,1.475039,0.010049,133,0.793498,0.884774,0.562983,1.041218,1.637213,-0.000729,-0.003171,0.009508,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
51,1747.460938,1.473796,0.009370,141,0.792096,0.917105,0.567713,1.042093,1.634447,-0.001343,-0.003098,0.008741,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
52,1639.518188,1.472631,0.008335,149,0.791017,0.912058,0.571951,1.042991,1.631401,-0.001513,-0.002664,0.007751,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
53,1560.742188,1.471515,0.006077,143,0.794252,0.922535,0.574759,1.044077,1.627797,-0.000915,-0.002310,0.005546,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
54,1470.442749,1.470721,0.005792,140,0.794846,0.922712,0.579233,1.044587,1.624981,-0.001000,-0.002158,0.005281,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
55,1445.117188,1.469578,0.003963,140,0.796571,0.911972,0.581861,1.045774,1.621097,0.000160,-0.002049,0.003388,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
56,1406.184937,1.468915,0.002330,149,0.796193,0.936186,0.584233,1.046457,1.617921,0.000649,-0.001719,0.001433,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
57,1361.393188,1.468037,0.001649,142,0.795007,0.881422,0.587445,1.047129,1.616304,-0.000278,-0.001555,0.000473,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
58,1337.890625,1.467113,0.002375,144,0.797919,0.883004,0.591036,1.048075,1.611928,0.001767,-0.001586,0.000080,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
59,1358.398438,1.466526,0.003475,144,0.800237,0.919117,0.596657,1.048319,1.609263,0.002060,-0.001930,0.002026,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
60,1343.880249,1.465680,0.004245,152,0.800992,0.927940,0.598925,1.049306,1.605498,0.003704,-0.001948,0.000710,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
61,1315.820312,1.465092,0.004641,134,0.801369,0.908708,0.604885,1.049401,1.604405,0.002659,-0.001558,0.003470,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
62,1304.622437,1.464468,0.005865,141,0.801262,0.925912,0.610076,1.049587,1.603749,0.001248,-0.001584,0.005507,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
63,1261.067749,1.463601,0.008012,139,0.800992,0.912567,0.615434,1.050061,1.602702,0.000318,-0.001454,0.007873,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
64,1223.437500,1.463271,0.007936,150,0.803580,0.901196,0.618195,1.050215,1.601969,-0.000822,-0.001139,0.007811,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
