iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,7268.945312,2.555606,0.279262,45,0.187631,0.531540,0.290910,0.000000,1.484750,0.278200,0.012090,0.021110,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,6427.278809,2.420600,0.256078,60,0.215129,0.563772,0.309847,0.129717,1.532451,0.255654,0.010136,0.010690,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,5831.770996,2.310463,0.237134,53,0.240093,0.567908,0.338808,0.233927,1.565412,0.236838,0.008939,0.007770,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,5440.299316,2.214031,0.215488,63,0.266943,0.545846,0.366467,0.324649,1.599383,0.215200,0.009161,0.006358,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,5222.916504,2.134399,0.196979,60,0.291637,0.569777,0.398173,0.398575,1.623941,0.196493,0.009703,0.009854,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,4784.049316,2.065362,0.184638,71,0.317032,0.581756,0.425246,0.463536,1.635672,0.183938,0.009855,0.012685,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,4244.140625,2.005954,0.163113,74,0.341349,0.626345,0.445394,0.519354,1.659943,0.162284,0.010232,0.012841,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,4552.343750,1.953904,0.141752,81,0.364102,0.588410,0.465955,0.568027,1.682631,0.140518,0.011313,0.014840,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,3547.916748,1.907561,0.127880,86,0.387232,0.572866,0.479523,0.612608,1.691860,0.126686,0.011310,0.013266,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,3847.916748,1.865545,0.115361,84,0.407883,0.673800,0.498897,0.652120,1.699563,0.113560,0.011304,0.016873,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,3482.421875,1.828894,0.104126,89,0.428695,0.682628,0.505271,0.688144,1.703759,0.102753,0.011732,0.012103,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,3129.362061,1.795326,0.096067,105,0.450046,0.657586,0.512443,0.721064,1.703630,0.094990,0.011576,0.008474,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,2532.031250,1.766988,0.085086,91,0.468917,0.655147,0.521371,0.748373,1.707800,0.083946,0.012000,0.006978,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,2640.885498,1.739660,0.073061,101,0.489082,0.710088,0.532167,0.774414,1.713676,0.071552,0.012702,0.007545,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,2345.182373,1.715471,0.062353,106,0.505473,0.719829,0.540017,0.797746,1.717143,0.060788,0.012319,0.006395,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,1828.190063,1.693051,0.056693,105,0.522295,0.726394,0.546121,0.819654,1.714024,0.055408,0.011195,0.004325,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,2019.401001,1.673450,0.052583,119,0.538739,0.795271,0.553881,0.838567,1.709846,0.051287,0.010814,0.004207,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,1579.296875,1.655284,0.048398,117,0.555885,0.812629,0.560345,0.856209,1.705844,0.047190,0.010209,0.003356,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,1685.026001,1.638811,0.045432,124,0.571575,0.818546,0.570189,0.871815,1.701169,0.043940,0.009909,0.005926,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,1525.716187,1.623889,0.041404,116,0.586025,0.789205,0.572833,0.886659,1.697490,0.040183,0.009601,0.002725,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,1469.661499,1.610447,0.039193,128,0.597779,0.813538,0.574465,0.900186,1.692370,0.038018,0.009468,-0.001060,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,1352.408813,1.598551,0.037846,115,0.609910,0.853668,0.577957,0.911997,1.686639,0.036609,0.009119,-0.002984,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
22,991.536438,1.587495,0.031724,130,0.623066,0.837647,0.583707,0.922515,1.686530,0.030374,0.008835,-0.002408,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
23,1098.046875,1.577006,0.026570,118,0.634119,0.874514,0.591202,0.932325,1.685768,0.024995,0.009012,0.000097,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
24,1062.500000,1.567663,0.022695,129,0.645873,0.874303,0.593378,0.941581,1.683924,0.020809,0.008850,-0.001937,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
25,1031.315063,1.559116,0.021811,129,0.656440,0.878237,0.601476,0.949628,1.678371,0.020175,0.008094,0.001780,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
26,930.013000,1.551043,0.016995,128,0.665337,0.882640,0.600898,0.957807,1.678283,0.014751,0.008083,-0.002432,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
27,899.739563,1.543896,0.015505,117,0.673478,0.890398,0.606220,0.964699,1.673902,0.013523,0.007534,-0.000877,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
28,860.351562,1.537295,0.012325,127,0.681080,0.899698,0.617169,0.970329,1.674248,0.007959,0.007026,0.006261,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
29,825.195312,1.531111,0.011437,128,0.691109,0.904702,0.620362,0.976475,1.670209,0.006820,0.006694,0.006283,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
30,795.638000,1.525606,0.009226,142,0.701407,0.886275,0.619290,0.982339,1.665763,0.006300,0.006299,0.002398,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
31,811.523438,1.520434,0.007712,137,0.706691,0.832555,0.619816,0.987660,1.662826,0.004484,0.006271,0.000205,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
32,597.786438,1.515426,0.007665,134,0.713916,0.904686,0.621912,0.992809,1.657886,0.004815,0.005950,-0.000406,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
33,713.281250,1.511055,0.008637,129,0.718822,0.917174,0.621497,0.997538,1.653138,0.005284,0.005971,-0.003319,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
34,703.059875,1.507164,0.010428,137,0.721410,0.909976,0.621432,1.001826,1.647587,0.006625,0.005692,-0.005696,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
35,731.575500,1.503270,0.009458,141,0.731924,0.856326,0.623883,1.005730,1.644774,0.005558,0.005233,-0.005584,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
36,712.760437,1.499996,0.007486,137,0.737478,0.930890,0.627417,1.008855,1.643002,0.003482,0.005080,-0.004257,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
37,684.179688,1.496985,0.005434,137,0.736130,0.910369,0.631719,1.011611,1.641973,0.000864,0.005004,-0.001933,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
38,720.182312,1.493894,0.004712,135,0.742977,0.907885,0.635399,1.014689,1.638484,0.000857,0.004631,-0.000135,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
39,753.841125,1.490996,0.004312,139,0.750148,0.872673,0.637775,1.017663,1.635329,0.000657,0.004239,0.000440,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
40,664.648438,1.488629,0.003944,145,0.755756,0.872690,0.638610,1.020257,1.631812,0.000919,0.003810,-0.000442,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
41,738.867188,1.486175,0.004956,149,0.754408,0.915794,0.638259,1.023086,1.627710,0.001911,0.003884,-0.002413,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
42,723.372375,1.484116,0.005978,148,0.759799,0.924742,0.637729,1.025333,1.626085,0.000670,0.003960,-0.004427,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
43,723.372375,1.482111,0.007626,139,0.763628,0.924291,0.637246,1.027752,1.621842,0.002117,0.003641,-0.006358,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
44,722.656250,1.480684,0.009717,143,0.764598,0.908692,0.636444,1.029507,1.618922,0.002371,0.003998,-0.008532,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
45,732.487000,1.479144,0.011091,137,0.767078,0.911002,0.636083,1.031182,1.617853,0.000889,0.004370,-0.010154,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
46,705.729187,1.477343,0.010532,135,0.770205,0.926770,0.637794,1.032986,1.616497,-0.000215,0.004129,-0.009687,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
47,771.028625,1.475865,0.009612,131,0.772901,0.929323,0.639912,1.034531,1.614140,-0.000262,0.003952,-0.008758,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
48,746.289062,1.474543,0.008997,142,0.778940,0.923711,0.642077,1.035735,1.613773,-0.002175,0.004258,-0.007622,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
49,739.843750,1.473291,0.007725,149,0.778616,0.929403,0.645080,1.036865,1.612839,-0.003406,0.004089,-0.005601,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
50,793.619812,1.472239,0.009089,143,0.782552,0.917420,0.644542,1.038089,1.611495,-0.004068,0.003883,-0.007141,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
51,788.020813,1.471209,0.009034,144,0.784332,0.912398,0.645366,1.039261,1.609464,-0.004024,0.003622,-0.007232,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
52,788.020813,1.470313,0.007692,149,0.786165,0.921057,0.648727,1.040023,1.608469,-0.004907,0.003589,-0.004712,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
53,803.059875,1.469510,0.008030,142,0.784332,0.926525,0.649715,1.040871,1.607358,-0.005676,0.003348,-0.004589,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
