iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,17055.533203,2.637767,0.386785,59,0.279884,0.431413,0.007700,0.000000,1.354010,0.210970,0.065630,0.317470,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,16857.031250,2.525803,0.358706,60,0.308352,0.448968,0.057336,0.091803,1.433007,0.174473,0.059600,0.307696,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,14189.387695,2.426450,0.334019,62,0.335364,0.451501,0.104641,0.173458,1.508389,0.136047,0.056025,0.299868,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,13686.848633,2.336177,0.307116,73,0.357794,0.465659,0.124348,0.258839,1.541485,0.117714,0.051838,0.278884,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,14862.370117,2.257041,0.281457,77,0.379792,0.468768,0.147710,0.330867,1.587692,0.090319,0.050960,0.261656,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,12542.903320,2.182876,0.251566,77,0.400334,0.466887,0.153019,0.405305,1.605724,0.077778,0.048729,0.234225,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,11716.406250,2.116916,0.231607,85,0.421524,0.491895,0.174624,0.466436,1.627962,0.061522,0.047342,0.218210,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,12364.387695,2.057394,0.211979,93,0.440718,0.507428,0.192750,0.522460,1.641941,0.049327,0.044898,0.201212,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,11384.179688,2.004131,0.193911,93,0.460182,0.536955,0.209610,0.572745,1.648976,0.041170,0.042131,0.184747,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,9414.843750,1.956528,0.180788,103,0.479431,0.518190,0.231524,0.615760,1.656067,0.032565,0.040038,0.173265,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,10028.710938,1.913083,0.166879,103,0.496037,0.555333,0.249031,0.656110,1.655198,0.029402,0.037360,0.159964,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,8306.250000,1.874385,0.156099,109,0.512697,0.547814,0.268609,0.691155,1.651698,0.028088,0.034341,0.149662,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,7625.390625,1.840115,0.148558,108,0.530059,0.578536,0.290737,0.720853,1.651316,0.024672,0.032381,0.142872,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,8168.880371,1.807034,0.138116,119,0.546018,0.598527,0.307692,0.750589,1.653593,0.019440,0.031295,0.133112,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,7487.760254,1.776996,0.128359,117,0.562409,0.630060,0.323134,0.777984,1.649209,0.019455,0.029680,0.123356,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,7071.158691,1.751037,0.121612,117,0.574433,0.640983,0.341133,0.800329,1.649622,0.015749,0.028390,0.117198,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,6502.278809,1.727641,0.114015,117,0.585809,0.610256,0.356463,0.820756,1.649944,0.012118,0.027260,0.110043,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,6052.018066,1.705909,0.105074,117,0.599234,0.619505,0.368631,0.840487,1.646560,0.011496,0.025808,0.101204,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,5640.494629,1.685408,0.096887,116,0.612444,0.703205,0.380770,0.858526,1.650848,0.004761,0.025725,0.093288,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,5228.841309,1.667057,0.091038,123,0.623335,0.716660,0.394106,0.874480,1.649477,0.002719,0.025005,0.087495,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,5103.255371,1.651065,0.084545,124,0.636006,0.730606,0.405515,0.888565,1.646933,0.001710,0.024056,0.081032,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,4661.718750,1.635847,0.077564,140,0.644956,0.682672,0.415720,0.902447,1.640107,0.004556,0.022552,0.074073,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
