iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,gam_similarity,ssim_score,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,790.625000,2.607179,0.307387,46,0.159648,0.407872,0.434460,0.000000,1.080810,0.158090,0.230910,-0.127180,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,540.364563,2.458774,0.282111,48,0.185636,0.420852,0.462044,0.132512,1.151959,0.143096,0.205358,-0.130148,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,513.476562,2.335332,0.263387,54,0.212272,0.437576,0.476726,0.244563,1.209537,0.130132,0.184529,-0.135600,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,284.114594,2.233043,0.245781,60,0.239014,0.448855,0.493440,0.337383,1.256295,0.118594,0.165669,-0.137468,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,341.731781,2.149539,0.226202,67,0.265110,0.446433,0.514523,0.410224,1.305137,0.102319,0.151065,-0.133707,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,190.755203,2.076875,0.212294,69,0.289589,0.444980,0.528843,0.476658,1.336979,0.093480,0.137383,-0.132121,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,183.398438,2.013060,0.203520,68,0.314606,0.455726,0.536383,0.536936,1.358647,0.089303,0.125271,-0.133239,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,170.507812,1.959109,0.189039,76,0.339408,0.494327,0.551691,0.584819,1.388246,0.078062,0.115418,-0.127752,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,163.085938,1.913026,0.173998,72,0.363239,0.486219,0.568895,0.625525,1.413526,0.068011,0.106717,-0.119421,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,113.541664,1.871030,0.165461,92,0.387340,0.468538,0.580694,0.665692,1.422274,0.068516,0.098636,-0.113815,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,86.067711,1.833340,0.158221,83,0.409177,0.505558,0.589002,0.701798,1.431120,0.068252,0.091057,-0.109929,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,143.359375,1.798795,0.154182,87,0.430043,0.493822,0.591493,0.735199,1.440133,0.067505,0.084473,-0.109906,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,101.106773,1.769758,0.145068,97,0.451556,0.523934,0.598991,0.761626,1.454542,0.061373,0.078540,-0.105402,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,166.861984,1.743705,0.136911,104,0.472098,0.519489,0.607073,0.785776,1.464496,0.058102,0.073386,-0.099917,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,151.757812,1.719813,0.130258,96,0.489513,0.549584,0.612319,0.808089,1.473890,0.054698,0.068522,-0.096333,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,145.377609,1.699129,0.118626,105,0.506928,0.556806,0.623286,0.826304,1.485947,0.048345,0.063775,-0.087565,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,158.919266,1.680069,0.109988,104,0.524667,0.586153,0.630514,0.843683,1.495108,0.043860,0.059397,-0.081521,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,176.888016,1.663149,0.101204,106,0.542891,0.584917,0.636653,0.858732,1.506163,0.037306,0.055592,-0.075895,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,202.213547,1.647574,0.091114,115,0.558096,0.583982,0.644623,0.872377,1.517108,0.030362,0.051920,-0.068441,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,249.023438,1.634099,0.085541,117,0.572492,0.636059,0.646980,0.884623,1.525894,0.024769,0.048878,-0.065687,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,247.200516,1.620220,0.079668,126,0.586510,0.663208,0.651076,0.897760,1.530563,0.022701,0.045466,-0.061356,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
