iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,10917.643555,2.517785,0.420188,58,0.977730,0.000000,1.943340,0.284810,0.126520,0.281840,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,10789.062500,2.487666,0.395013,56,0.987581,0.028012,1.895996,0.273845,0.120832,0.257768,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,9198.242188,2.458017,0.378174,55,0.996058,0.056313,1.848473,0.263830,0.115214,0.245224,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,8257.226562,2.427571,0.365593,56,1.003281,0.086237,1.801926,0.258474,0.109569,0.234188,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,6957.747559,2.399090,0.344015,50,1.005517,0.114557,1.753064,0.246097,0.103966,0.216734,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,5459.244629,2.370098,0.335604,55,1.008981,0.144507,1.705903,0.237765,0.096971,0.216089,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,4123.437500,2.339434,0.328123,61,1.015484,0.177332,1.662360,0.230287,0.090112,0.215667,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,4070.703125,2.308097,0.325301,53,1.018143,0.211273,1.619072,0.226573,0.082475,0.218365,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,3674.479248,2.271114,0.320666,60,1.021825,0.251352,1.583716,0.223172,0.077115,0.216967,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,2947.070312,2.232795,0.309745,56,1.025970,0.293206,1.551819,0.216544,0.072680,0.209209,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,2894.401123,2.195919,0.308679,66,1.013455,0.332582,1.515578,0.218170,0.070095,0.206813,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,2248.893311,2.159467,0.305278,63,1.024853,0.374135,1.488370,0.216203,0.065185,0.205431,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,2073.828125,2.117570,0.301881,66,1.021682,0.419555,1.463575,0.214381,0.061472,0.203455,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,1810.416626,2.074454,0.303198,68,1.032022,0.464864,1.463561,0.216660,0.057367,0.204197,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,1817.903687,2.029771,0.304410,65,1.036835,0.511990,1.457575,0.218367,0.053306,0.205280,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,1418.098999,1.985253,0.305757,71,1.039163,0.559309,1.447785,0.220197,0.049693,0.206231,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,1580.729126,1.942893,0.309246,75,1.032703,0.598548,1.468234,0.223714,0.046771,0.208320,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,1083.723999,1.907525,0.315762,74,1.023680,0.638721,1.434737,0.232512,0.046790,0.208458,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,981.184875,1.868333,0.318653,81,1.032994,0.683233,1.418428,0.236172,0.044191,0.209307,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,937.565125,1.823003,0.321984,76,1.031736,0.729965,1.416925,0.240353,0.043327,0.209825,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,1215.950562,1.797796,0.324893,81,1.023279,0.747798,1.454744,0.243400,0.039478,0.211550,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,1139.518188,1.763261,0.326347,95,1.017639,0.777454,1.484870,0.244585,0.035834,0.213064,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
22,988.867188,1.724375,0.327516,90,1.005047,0.819846,1.457587,0.245392,0.032055,0.214527,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
23,673.112000,1.678498,0.329540,99,0.989581,0.863903,1.461650,0.247493,0.028917,0.215656,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
24,970.247375,1.643370,0.331940,102,0.973312,0.892775,1.489956,0.250223,0.026390,0.216508,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
25,523.046875,1.622615,0.332139,109,0.993954,0.923198,1.454941,0.250888,0.023427,0.216386,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
26,356.640625,1.578387,0.334447,116,0.992354,0.969213,1.451235,0.253291,0.021854,0.217303,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
27,377.408844,1.539179,0.336917,115,0.987557,1.004491,1.474151,0.255880,0.019985,0.218263,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
28,412.174469,1.499486,0.338806,132,0.986575,1.041572,1.494114,0.257799,0.018158,0.219087,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
29,179.036453,1.481239,0.340196,123,0.946979,1.060995,1.459253,0.258913,0.017140,0.220007,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
30,332.812500,1.473060,0.342304,129,0.967629,1.065874,1.493430,0.261816,0.015412,0.219971,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
31,82.877602,1.429452,0.343527,137,0.946124,1.108393,1.488661,0.263099,0.013064,0.220498,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
32,352.278656,1.417431,0.344651,142,0.968044,1.118393,1.520370,0.264657,0.011014,0.220498,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
33,97.070312,1.410771,0.345362,136,0.953020,1.132964,1.466681,0.264924,0.009481,0.221359,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
34,180.273438,1.410689,0.323520,145,0.943903,1.123871,1.507687,0.248131,0.007496,0.207461,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
35,113.151039,1.379019,0.301100,148,0.938885,1.150507,1.538140,0.231037,0.005850,0.192999,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
36,105.208336,1.381547,0.302189,145,0.885138,1.142493,1.531864,0.231742,0.005126,0.193875,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
37,127.994789,1.380917,0.301884,147,0.929956,1.148881,1.528581,0.232620,0.004643,0.192355,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
38,59.960938,1.381002,0.282149,149,0.876143,1.143765,1.522224,0.215813,0.002819,0.181728,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
39,78.645836,1.383207,0.282755,146,0.910628,1.141401,1.545869,0.217782,0.002453,0.180319,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
40,127.734375,1.371188,0.265226,154,0.942941,1.154910,1.566524,0.203008,0.000987,0.170681,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
41,91.666664,1.376880,0.266965,156,0.889386,1.144046,1.555687,0.203593,0.000029,0.172685,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
42,97.981773,1.376188,0.249731,154,0.929865,1.147704,1.568793,0.189809,-0.000847,0.162288,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
43,56.835938,1.381356,0.233324,150,0.876478,1.137043,1.564266,0.175377,-0.002036,0.153880,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
44,81.315102,1.384029,0.217839,151,0.897428,1.132146,1.599085,0.164697,-0.002107,0.142563,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
45,98.828125,1.384781,0.203167,146,0.844424,1.126695,1.599217,0.157071,-0.001920,0.128848,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
46,71.614586,1.384174,0.203284,156,0.887263,1.130092,1.606996,0.157824,-0.002852,0.128094,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
47,127.473961,1.385910,0.204214,151,0.833441,1.124933,1.598424,0.158080,-0.002959,0.129249,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
48,60.611980,1.385562,0.203863,149,0.878504,1.128876,1.597393,0.158672,-0.003016,0.127962,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
49,193.684891,1.384232,0.204864,143,0.828324,1.125385,1.607183,0.159303,-0.002998,0.128775,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
50,66.015625,1.383630,0.204143,153,0.873631,1.130684,1.594693,0.159510,-0.002612,0.127374,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
51,208.789062,1.384048,0.205034,156,0.849330,1.124618,1.631481,0.160203,-0.002779,0.127930,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
52,36.002605,1.382475,0.203987,152,0.869836,1.133160,1.580807,0.159258,-0.003594,0.127415,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
53,71.679688,1.383886,0.190027,152,0.864823,1.126834,1.622051,0.145415,-0.004759,0.122238,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
54,69.661461,1.360312,0.190325,153,0.828821,1.151542,1.589075,0.145480,-0.004468,0.122634,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
55,22.395834,1.364558,0.177126,154,0.860944,1.146634,1.615427,0.135160,-0.004619,0.114386,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
56,130.729172,1.369850,0.178165,156,0.826393,1.136270,1.645627,0.135991,-0.004895,0.115000,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
57,16.015625,1.369710,0.177064,154,0.862553,1.142292,1.608344,0.135472,-0.004584,0.113922,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
58,123.242188,1.374802,0.178135,158,0.839741,1.132115,1.645511,0.136399,-0.004099,0.114502,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
59,3.385417,1.373826,0.177499,151,0.864805,1.139498,1.597517,0.135839,-0.003965,0.114184,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
60,68.684898,1.378570,0.167561,151,0.848758,1.129621,1.637033,0.129473,-0.003864,0.106295,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
61,30.664062,1.367619,0.167793,158,0.842139,1.145754,1.582934,0.129538,-0.003945,0.106578,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
62,19.726562,1.373047,0.156724,150,0.842694,1.135900,1.623922,0.121036,-0.004297,0.099470,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
63,133.463547,1.374005,0.157546,157,0.827740,1.130902,1.663873,0.121841,-0.003849,0.099803,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
64,11.197917,1.373281,0.156699,158,0.848667,1.137154,1.612831,0.121100,-0.003824,0.099372,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
65,69.921875,1.377514,0.145779,159,0.835577,1.128565,1.653111,0.111957,-0.003873,0.093285,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
66,28.515625,1.369326,0.145932,154,0.844421,1.142236,1.599614,0.111979,-0.004137,0.093486,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
67,15.950521,1.374659,0.135333,152,0.829407,1.132095,1.639463,0.103926,-0.004058,0.086591,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
68,123.697914,1.375223,0.135891,153,0.834054,1.129136,1.679960,0.104668,-0.003014,0.086613,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
69,31.901041,1.375973,0.135231,149,0.817276,1.131524,1.623320,0.103600,-0.002248,0.086888,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
70,46.093750,1.379060,0.136157,143,0.837217,1.126729,1.658744,0.105188,-0.001665,0.086438,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
71,116.080727,1.375875,0.136615,159,0.791383,1.130496,1.624391,0.105310,-0.001998,0.087004,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
72,30.078125,1.378516,0.136861,149,0.827503,1.127590,1.646120,0.106829,-0.001921,0.085526,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
73,170.182297,1.374386,0.137468,160,0.826973,1.129228,1.686775,0.107434,-0.001858,0.085743,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
74,16.015625,1.375239,0.136523,151,0.828820,1.132385,1.628767,0.106175,-0.001842,0.085802,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
75,75.781250,1.378999,0.124393,159,0.821265,1.125177,1.669868,0.098763,-0.001486,0.075612,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
76,29.557291,1.376912,0.124305,152,0.814201,1.131484,1.612425,0.098491,-0.001517,0.075823,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
77,29.882812,1.381030,0.126139,152,0.813978,1.123821,1.653656,0.100843,-0.001660,0.075756,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
78,76.953125,1.376219,0.126405,162,0.847426,1.129194,1.676679,0.101247,-0.001519,0.075664,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
79,47.786457,1.378940,0.126830,157,0.802861,1.126564,1.638840,0.100664,-0.001860,0.077132,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
80,59.700520,1.380446,0.127248,154,0.835846,1.124913,1.664004,0.101690,-0.001550,0.076477,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
81,48.763020,1.380727,0.127619,154,0.790788,1.125327,1.627454,0.101513,-0.001962,0.077317,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
82,39.062500,1.382909,0.128138,152,0.823335,1.122426,1.653304,0.103050,-0.001142,0.076149,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
83,104.947914,1.359248,0.128528,149,0.786396,1.143525,1.671233,0.103315,-0.001128,0.076447,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
