iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,7268.945312,2.555606,0.279262,45,0.290910,0.000000,1.484750,0.278200,0.012090,0.021110,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,6346.549316,2.529716,0.278995,48,0.334967,0.020448,1.468866,0.278603,0.013165,0.006737,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,5838.020996,2.502238,0.281348,46,0.375466,0.044574,1.447005,0.280926,0.014089,-0.006263,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,4897.656250,2.475030,0.280490,48,0.413500,0.070045,1.421581,0.279593,0.014903,-0.016740,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,3666.796875,2.445686,0.277416,49,0.454852,0.096029,1.410606,0.275470,0.017795,-0.027547,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,3962.695312,2.413236,0.279647,53,0.491964,0.126997,1.395060,0.276690,0.018751,-0.035966,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,3248.762939,2.377407,0.280752,47,0.521407,0.163789,1.373271,0.276554,0.020550,-0.043784,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,3118.489502,2.331196,0.283193,55,0.540721,0.209866,1.367952,0.278127,0.020698,-0.049146,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,2743.815186,2.300729,0.285763,55,0.576373,0.240925,1.350265,0.279756,0.021437,-0.054199,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,2263.671875,2.258121,0.290006,55,0.597866,0.285027,1.337861,0.283002,0.021910,-0.059446,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,2109.114502,2.224264,0.293850,58,0.613156,0.324812,1.305949,0.286576,0.021425,-0.061346,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,1898.958374,2.177412,0.295390,62,0.625939,0.370232,1.314320,0.287793,0.020966,-0.063171,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,1963.997437,2.133778,0.297790,66,0.638040,0.410195,1.333839,0.289743,0.021055,-0.065454,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,1740.494751,2.089552,0.302173,71,0.642741,0.458657,1.316823,0.293826,0.021060,-0.067312,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,1812.500000,2.044928,0.306852,62,0.646472,0.499826,1.337305,0.298659,0.020220,-0.067469,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,1574.414062,2.002722,0.310550,69,0.646032,0.547564,1.316321,0.302001,0.021062,-0.069232,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,1645.247437,1.963984,0.314654,75,0.642425,0.581015,1.346071,0.305875,0.021415,-0.070630,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,1773.242188,1.929476,0.317803,72,0.662742,0.610028,1.371494,0.308777,0.021463,-0.072078,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,1506.575562,1.886102,0.317558,82,0.648527,0.657903,1.357877,0.308607,0.020972,-0.071868,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,1101.302124,1.844636,0.319416,82,0.641202,0.705297,1.337829,0.310412,0.020314,-0.072515,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,1168.750000,1.802251,0.324512,90,0.647753,0.743477,1.359770,0.315182,0.021000,-0.074346,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,866.536438,1.769249,0.327130,90,0.668877,0.782113,1.334635,0.317666,0.020381,-0.075415,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
