iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,894.270813,2.622022,0.282843,48,1.000000,0.000000,1.000000,0.000000,0.200000,0.200000,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,897.786438,2.481128,0.253616,47,0.957987,0.124557,1.064431,0.001461,0.176985,0.181647,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,945.117188,2.364516,0.232160,63,0.932365,0.230211,1.113026,0.005154,0.157838,0.170173,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,910.872375,2.263764,0.218649,64,0.922221,0.319369,1.167059,0.001526,0.141640,0.166563,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,830.989563,2.177506,0.201305,60,0.899273,0.397280,1.204272,0.003647,0.127775,0.155512,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,843.424500,2.103379,0.191532,68,0.892377,0.463729,1.242521,0.001579,0.115007,0.153151,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,840.299500,2.038043,0.185452,71,0.889204,0.522624,1.276475,-0.000664,0.104254,0.153373,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,824.414062,1.984520,0.173328,76,0.872890,0.570191,1.303843,-0.001601,0.095322,0.144755,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,879.947937,1.933600,0.167442,82,0.865900,0.617138,1.325495,-0.000312,0.087978,0.142466,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,880.924500,1.890967,0.155980,88,0.849404,0.656097,1.342697,0.002134,0.081537,0.132955,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,901.302063,1.853769,0.146583,88,0.836725,0.689913,1.359458,0.003224,0.075564,0.125563,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,824.088562,1.820794,0.136531,85,0.822779,0.719701,1.375126,0.003683,0.070575,0.116818,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,861.328125,1.789896,0.125587,96,0.807871,0.747626,1.390052,0.003782,0.065841,0.106878,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,891.601562,1.761884,0.117908,104,0.798147,0.773388,1.402537,0.004524,0.061522,0.100483,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,849.869812,1.737432,0.109161,99,0.786507,0.795378,1.415934,0.003507,0.058015,0.092401,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,840.690125,1.715226,0.106586,106,0.784834,0.815086,1.430858,0.000250,0.053839,0.091988,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,867.578125,1.695533,0.100009,102,0.776946,0.833088,1.440951,0.000007,0.050414,0.086373,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,842.122375,1.677288,0.093624,112,0.769464,0.849728,1.450799,-0.000579,0.047099,0.080913,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,824.348938,1.661025,0.089045,115,0.763915,0.864573,1.459844,-0.001365,0.044687,0.077008,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
