iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,16219.987305,2.624093,0.469466,69,0.481960,0.000000,0.998990,0.018650,-0.150050,0.444450,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,15333.854492,2.592918,0.448460,63,0.515155,0.022765,1.021045,0.040609,-0.138661,0.424547,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,13283.528320,2.562988,0.428871,58,0.549177,0.044904,1.042129,0.060618,-0.127375,0.405008,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,10985.676758,2.534091,0.413149,66,0.583196,0.066437,1.063292,0.079345,-0.117642,0.388017,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,9311.393555,2.506796,0.398961,59,0.616802,0.086485,1.085748,0.099094,-0.107659,0.371160,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,6300.130371,2.479774,0.386429,56,0.651771,0.107578,1.105060,0.115357,-0.099725,0.355070,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,6811.523438,2.454621,0.377000,53,0.685889,0.126695,1.126721,0.131513,-0.092437,0.341011,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,5858.398438,2.429414,0.368574,52,0.718134,0.146004,1.150215,0.148114,-0.085076,0.326605,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,5120.898438,2.406234,0.361197,59,0.752370,0.164351,1.171466,0.160540,-0.079292,0.313693,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,3267.838623,2.383220,0.355982,57,0.786763,0.183422,1.191563,0.172704,-0.073525,0.302474,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,3877.083252,2.360049,0.352224,53,0.823017,0.204593,1.206306,0.186826,-0.066468,0.291100,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,3192.252686,2.337948,0.348955,58,0.857073,0.224114,1.225710,0.195478,-0.062617,0.282200,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,3025.390625,2.317026,0.346017,54,0.889287,0.242256,1.248202,0.201282,-0.060811,0.274801,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,1930.078125,2.294731,0.344609,58,0.924359,0.264416,1.262602,0.210230,-0.056317,0.267183,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,1804.622437,2.272991,0.344033,56,0.954025,0.284183,1.286299,0.218440,-0.051836,0.260683,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,2343.489502,2.246269,0.343515,59,0.986054,0.312557,1.297120,0.223374,-0.049549,0.256226,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,2192.838623,2.219116,0.344307,57,1.016307,0.341260,1.310228,0.230052,-0.045856,0.252032,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
