iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,7871.419434,2.802694,0.475105,51,0.168600,0.000000,0.624360,-0.068900,-0.211790,-0.419670,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,5204.687500,2.772676,0.465200,44,0.163486,0.015242,0.668467,-0.033081,-0.210205,-0.413680,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,3674.218750,2.744418,0.460653,39,0.158538,0.028900,0.712855,0.000978,-0.207463,-0.411290,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,2650.911377,2.717049,0.459098,41,0.150352,0.043280,0.756368,0.032288,-0.202025,-0.410992,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,2054.557373,2.690909,0.457430,43,0.144981,0.055923,0.800560,0.057389,-0.195572,-0.409512,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,1602.083374,2.666281,0.458667,44,0.141381,0.066936,0.845103,0.084376,-0.190728,-0.408508,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,945.703125,2.641624,0.461466,35,0.136800,0.079053,0.889084,0.109607,-0.184920,-0.408341,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,770.052063,2.619001,0.466613,41,0.128806,0.090639,0.932527,0.134544,-0.182201,-0.407956,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,389.518219,2.595233,0.469163,40,0.122793,0.103694,0.975683,0.154732,-0.176197,-0.406357,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,315.820312,2.572477,0.472972,35,0.115484,0.116758,1.018439,0.174716,-0.170774,-0.404985,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,637.174500,2.549871,0.478287,38,0.114328,0.128434,1.061931,0.192876,-0.165226,-0.405287,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,648.307312,2.524433,0.482679,36,0.111271,0.144751,1.103788,0.207961,-0.157821,-0.405985,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,887.955750,2.490290,0.486883,40,0.105782,0.173379,1.138967,0.221478,-0.150945,-0.406470,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,938.020813,2.463646,0.490811,47,0.108927,0.190475,1.180203,0.234111,-0.145494,-0.406102,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,1279.036499,2.431698,0.494309,46,0.108985,0.215515,1.217662,0.244616,-0.137104,-0.407072,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,1370.247437,2.385208,0.497734,44,0.126053,0.255897,1.236279,0.254765,-0.131691,-0.406807,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
16,1535.872437,2.349026,0.501423,48,0.124953,0.287344,1.268965,0.263922,-0.125858,-0.407344,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
17,1664.257812,2.303387,0.506141,52,0.141104,0.326966,1.288739,0.272242,-0.118762,-0.409827,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
18,1611.132812,2.255972,0.508424,60,0.159373,0.373674,1.281698,0.278227,-0.111550,-0.410659,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
19,1607.096313,2.207798,0.511574,57,0.177890,0.418445,1.287190,0.285248,-0.104511,-0.411605,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
20,1628.841187,2.164888,0.515190,55,0.176603,0.459644,1.308523,0.292814,-0.097899,-0.412428,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
21,1534.049438,2.120407,0.518310,63,0.206646,0.497626,1.312519,0.298758,-0.091437,-0.413555,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
22,1256.445312,2.077920,0.520839,62,0.232558,0.539061,1.297534,0.304535,-0.084725,-0.413948,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
23,1130.598999,2.034477,0.522805,68,0.255967,0.582083,1.284575,0.310024,-0.078669,-0.413548,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
24,1225.390625,1.999739,0.524535,63,0.239044,0.617821,1.308092,0.315804,-0.073425,-0.412327,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
25,1365.820312,1.956488,0.528576,68,0.230302,0.665602,1.310975,0.321677,-0.066519,-0.414116,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
26,1125.911499,1.911724,0.532230,74,0.250482,0.710084,1.301256,0.327005,-0.060968,-0.415475,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
27,977.473938,1.873963,0.536139,74,0.241070,0.757632,1.284296,0.332922,-0.054760,-0.416664,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
28,1154.752563,1.835256,0.540558,80,0.237441,0.793406,1.310701,0.339009,-0.048843,-0.418199,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
29,772.916687,1.791447,0.544926,82,0.265301,0.831420,1.313889,0.344787,-0.043494,-0.419731,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
30,1060.872437,1.757583,0.548178,92,0.278761,0.855496,1.346716,0.349473,-0.037903,-0.420631,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
31,863.151062,1.716399,0.551396,88,0.284523,0.902664,1.328249,0.353677,-0.032326,-0.421788,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
32,946.093750,1.678804,0.554383,90,0.281989,0.936681,1.355816,0.358017,-0.028376,-0.422326,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
33,745.182312,1.634815,0.557412,98,0.289132,0.984466,1.345799,0.361658,-0.023268,-0.423521,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
34,713.411438,1.627356,0.560635,107,0.327788,0.976025,1.365912,0.365446,-0.018288,-0.424767,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
35,531.575500,1.598023,0.562604,98,0.314232,1.018942,1.337384,0.368262,-0.013051,-0.425130,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
36,362.239594,1.579876,0.565362,110,0.360235,1.024939,1.339774,0.371930,-0.010718,-0.425661,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
37,474.804688,1.554260,0.567006,101,0.326799,1.059975,1.346328,0.375715,-0.007473,-0.424592,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
38,439.518219,1.537682,0.569661,113,0.360805,1.061154,1.372220,0.379416,-0.003284,-0.424908,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
39,469.075531,1.515931,0.537194,107,0.324692,1.096803,1.365035,0.356980,0.001533,-0.401422,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
40,286.263031,1.513988,0.540937,114,0.369440,1.084917,1.369377,0.360335,0.003859,-0.403431,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
41,391.601562,1.494750,0.543036,116,0.382479,1.092165,1.407644,0.363581,0.006702,-0.403302,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
42,266.276031,1.476116,0.543789,125,0.371268,1.126199,1.365098,0.365207,0.009836,-0.402782,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
43,290.299469,1.472418,0.546214,121,0.389846,1.115613,1.401032,0.368246,0.011471,-0.403253,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
44,356.640625,1.449577,0.513135,122,0.353495,1.150487,1.399469,0.345449,0.014825,-0.379148,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
45,196.289062,1.453425,0.481820,118,0.394413,1.132576,1.409189,0.322590,0.018017,-0.357437,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
46,134.179688,1.458160,0.451053,125,0.423372,1.114127,1.435516,0.301223,0.020554,-0.335099,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
47,199.934891,1.453176,0.453315,140,0.451263,1.106541,1.465838,0.303471,0.021579,-0.336057,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
48,89.453125,1.439358,0.453742,129,0.430785,1.135372,1.421909,0.304305,0.022431,-0.335822,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
49,67.968750,1.439218,0.426397,134,0.458051,1.122645,1.451658,0.285635,0.023696,-0.315698,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
50,165.494797,1.428252,0.428351,142,0.460872,1.125220,1.492529,0.288143,0.025032,-0.315961,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
51,173.177078,1.394226,0.428766,139,0.436181,1.168124,1.482622,0.288509,0.026490,-0.316072,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
52,45.507812,1.398606,0.430698,147,0.481728,1.155269,1.474636,0.289587,0.027594,-0.317614,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
53,197.721359,1.389150,0.431220,141,0.435998,1.173318,1.483440,0.290871,0.028408,-0.317076,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
54,42.773438,1.392060,0.433111,139,0.481866,1.162406,1.472912,0.291795,0.029613,-0.318691,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
55,160.351562,1.388670,0.433671,139,0.438305,1.171586,1.491995,0.293190,0.030477,-0.318091,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
56,32.747395,1.392292,0.435110,137,0.482384,1.162904,1.468872,0.293806,0.031967,-0.319338,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
57,168.359375,1.388952,0.435737,141,0.437387,1.172786,1.485492,0.295277,0.032685,-0.318763,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
58,27.213541,1.393252,0.437277,141,0.481178,1.163672,1.461709,0.295754,0.033304,-0.320362,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
59,159.179688,1.393747,0.409559,143,0.451858,1.162419,1.495992,0.276278,0.034052,-0.300416,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
60,22.656250,1.399010,0.383645,139,0.496847,1.148493,1.491986,0.257264,0.035283,-0.282407,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
61,130.664062,1.399332,0.359084,143,0.481212,1.144150,1.531931,0.240278,0.035190,-0.264517,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
62,24.544271,1.402044,0.360520,146,0.526533,1.136105,1.514242,0.240622,0.035169,-0.266156,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
63,179.231766,1.399877,0.360937,139,0.492621,1.139329,1.545098,0.241710,0.034933,-0.265766,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
64,11.002604,1.397143,0.361510,135,0.525315,1.143402,1.502677,0.241407,0.035032,-0.266805,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
65,96.223961,1.396812,0.362273,141,0.501481,1.141624,1.539917,0.242947,0.034327,-0.266534,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
66,14.388021,1.389602,0.340588,132,0.522237,1.154020,1.490280,0.227740,0.034360,-0.250906,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
67,53.190105,1.394489,0.315541,138,0.520592,1.142061,1.530974,0.211452,0.034109,-0.231712,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
68,76.497398,1.396556,0.317370,147,0.546969,1.131191,1.561559,0.212960,0.034372,-0.232788,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
69,65.494789,1.384059,0.317326,153,0.506294,1.155058,1.532383,0.212895,0.033628,-0.232896,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
70,37.955730,1.390711,0.319521,145,0.541273,1.139244,1.552891,0.214283,0.033270,-0.234669,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
71,122.721352,1.373410,0.319918,145,0.497476,1.164165,1.554984,0.214701,0.033165,-0.234843,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
72,17.578125,1.379998,0.321803,145,0.542772,1.150735,1.547680,0.215013,0.032980,-0.237147,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
73,125.325523,1.377543,0.302456,149,0.523098,1.151173,1.586280,0.202609,0.032137,-0.222253,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
74,7.747396,1.380106,0.303076,139,0.557998,1.148672,1.545696,0.201910,0.031844,-0.223771,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
75,68.815102,1.382259,0.284585,160,0.537806,1.144211,1.584321,0.189151,0.031459,-0.210287,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
76,6.184896,1.384567,0.285515,144,0.580120,1.139634,1.556174,0.189103,0.031063,-0.211646,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
77,70.572914,1.385291,0.285671,144,0.543478,1.140139,1.585202,0.190213,0.030376,-0.210961,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
78,7.552083,1.385911,0.266929,148,0.587070,1.136819,1.560424,0.176603,0.029841,-0.197919,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
79,62.500000,1.388062,0.267517,149,0.560206,1.133594,1.596281,0.178096,0.029025,-0.197497,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
80,8.463542,1.384827,0.267911,154,0.578877,1.141274,1.544266,0.177888,0.028321,-0.198319,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
81,30.468750,1.388115,0.252497,150,0.562715,1.134617,1.584119,0.168170,0.028054,-0.186243,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
82,39.843750,1.391434,0.253819,149,0.602609,1.124667,1.598923,0.168959,0.027723,-0.187373,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
83,54.622395,1.386238,0.253192,160,0.556432,1.139157,1.570302,0.168893,0.026942,-0.186696,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
84,33.984375,1.391431,0.235864,149,0.586432,1.126659,1.597490,0.157719,0.026980,-0.173288,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
85,104.492188,1.388647,0.236530,145,0.604750,1.123884,1.633600,0.158271,0.026238,-0.173805,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
86,18.294271,1.385100,0.235562,147,0.578242,1.135786,1.582903,0.157162,0.025459,-0.173612,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
87,38.736980,1.389213,0.218200,140,0.596240,1.125571,1.618797,0.146157,0.025197,-0.160045,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
88,23.046875,1.384738,0.218672,155,0.640315,1.128083,1.597320,0.146218,0.024497,-0.160741,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
89,21.484375,1.384541,0.218387,151,0.591632,1.131688,1.610014,0.147276,0.023855,-0.159479,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
90,46.549480,1.385709,0.219199,150,0.635899,1.125632,1.614786,0.147639,0.023159,-0.160358,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
91,61.979168,1.383540,0.202430,148,0.583520,1.134355,1.603437,0.137166,0.022368,-0.147184,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
92,28.645834,1.388270,0.204362,151,0.618510,1.123574,1.625675,0.138313,0.022367,-0.148772,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
93,36.653645,1.377071,0.204498,147,0.609627,1.141677,1.572302,0.138438,0.021759,-0.148932,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
94,18.684896,1.382062,0.206625,153,0.610098,1.131852,1.613270,0.141011,0.021233,-0.149530,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
95,82.682289,1.380942,0.207341,158,0.635699,1.127812,1.644950,0.141588,0.020712,-0.150047,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
96,13.020833,1.378602,0.206252,151,0.600639,1.137808,1.599443,0.140723,0.020480,-0.149390,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
97,44.531250,1.383320,0.207626,153,0.624735,1.127445,1.631781,0.141873,0.020199,-0.150241,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
98,55.468750,1.376354,0.207196,152,0.582826,1.142484,1.596527,0.141491,0.019888,-0.150050,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
99,12.174479,1.382141,0.193595,153,0.617465,1.130486,1.618929,0.131470,0.019784,-0.140725,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
