iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,45061.589844,2.872758,0.321613,56,-0.056620,0.000000,0.587200,-0.240280,-0.143240,0.158690,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,33724.542969,2.835706,0.278845,64,-0.032723,0.017519,0.624895,-0.203139,-0.135053,0.135091,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,28601.498047,2.800296,0.238574,64,-0.007356,0.033286,0.662161,-0.166729,-0.127548,0.113361,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,20974.740234,2.766368,0.201256,64,0.019091,0.047672,0.698977,-0.131201,-0.121008,0.092991,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,18499.544922,2.733716,0.167372,63,0.047526,0.061050,0.734493,-0.099001,-0.114204,0.071900,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,12940.039062,2.702969,0.139979,56,0.073925,0.072698,0.771652,-0.071510,-0.107863,0.053347,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,10619.596680,2.673205,0.116035,51,0.101727,0.083829,0.807723,-0.042605,-0.101985,0.035326,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,9929.036133,2.645137,0.099219,58,0.128585,0.093620,0.844501,-0.016867,-0.096091,0.018063,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,6612.109375,2.618281,0.090071,59,0.157921,0.102734,0.879396,0.006514,-0.089827,-0.001220,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,5494.661621,2.592721,0.090478,55,0.185464,0.111056,0.915465,0.028475,-0.084262,-0.016594,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,5550.390625,2.568523,0.099504,47,0.217977,0.118794,0.947428,0.051001,-0.080142,-0.029619,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,2314.908936,2.544698,0.113616,50,0.247326,0.126711,0.981686,0.072270,-0.075901,-0.043870,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
12,3585.351562,2.521412,0.128252,53,0.276013,0.134776,1.016130,0.090685,-0.072758,-0.054140,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
13,2222.916748,2.498865,0.146529,43,0.301146,0.142731,1.052761,0.111746,-0.069041,-0.064936,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
14,1899.348999,2.476990,0.162984,53,0.331541,0.150844,1.085291,0.129528,-0.066071,-0.073628,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
15,1444.335938,2.455485,0.178993,44,0.356236,0.159168,1.121622,0.146617,-0.064071,-0.080229,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
