iteration,error_magnitude,distance_to_target,oracle_orientation_diff,num_matched_keypoints,robot_pos_x,robot_pos_y,robot_pos_z,robot_orn_x,robot_orn_y,robot_orn_z,target_pos_x,target_pos_y,target_pos_z,image_path
0,7321.158691,2.510875,0.195759,49,0.767190,0.000000,1.982800,0.154010,-0.061670,-0.103920,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
1,6089.062500,2.480414,0.183601,55,0.750624,0.026219,1.931272,0.147894,-0.057987,-0.092057,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
2,5412.955566,2.451376,0.177929,57,0.733122,0.052147,1.880286,0.147066,-0.054191,-0.084223,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
3,5008.007812,2.416639,0.170014,53,0.715762,0.085090,1.834721,0.143208,-0.051512,-0.075781,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
4,4025.911377,2.386777,0.164150,48,0.699901,0.114019,1.785886,0.137034,-0.048215,-0.076434,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
5,3444.335938,2.352776,0.158650,55,0.697870,0.147827,1.739184,0.131937,-0.045121,-0.075673,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
6,2951.237061,2.321548,0.154846,53,0.695106,0.179842,1.691385,0.130925,-0.042717,-0.070791,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
7,2459.830811,2.282375,0.155215,65,0.685464,0.220564,1.653869,0.131224,-0.040198,-0.072499,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
8,2390.559814,2.233155,0.151390,59,0.676717,0.270435,1.646793,0.127742,-0.037240,-0.072210,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
9,1804.101562,2.200061,0.147544,66,0.695321,0.305102,1.609646,0.125207,-0.034922,-0.069808,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
10,1647.200562,2.163079,0.149186,61,0.673686,0.345107,1.578170,0.127557,-0.032897,-0.070024,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
11,1488.736938,2.116081,0.146734,64,0.661610,0.393713,1.566864,0.126256,-0.030916,-0.068078,0.750000,2.500000,1.750000,/tmp/ibvs_dist_img.png
